,pearson_ic,spearman_ic,ic_cumsum
2024-01-25 17:00:00+00:00,,,0.0
2024-01-26 05:00:00+00:00,-0.18641252956311075,-0.3165590715536122,-0.18641252956311075
2024-01-26 17:00:00+00:00,-0.207793485112855,-0.3537866186267858,-0.3942060146759657
2024-01-27 05:00:00+00:00,-0.20491784370284685,-0.34843350093573605,-0.5991238583788125
2024-01-27 17:00:00+00:00,-0.2134621179191979,-0.37908855311680495,-0.8125859762980104
2024-01-28 05:00:00+00:00,-0.24312299484449784,-0.41803073467819807,-1.0557089711425083
2024-01-28 17:00:00+00:00,-0.29064790462144025,-0.45922914231419243,-1.3463568757639486
2024-01-29 05:00:00+00:00,-0.2971061567288958,-0.48964764164203073,-1.6434630324928443
2024-01-29 17:00:00+00:00,-0.3394396885224098,-0.5488511447517413,-1.982902721015254
2024-01-30 05:00:00+00:00,-0.34402114557504215,-0.5518120897277236,-2.3269238665902963
2024-01-30 17:00:00+00:00,-0.33602181366993256,-0.5399899287157524,-2.6629456802602287
2024-01-31 05:00:00+00:00,-0.33357432423465366,-0.5393337675662534,-2.9965200044948825
2024-01-31 17:00:00+00:00,-0.31248616316381844,-0.49148481583605125,-3.309006167658701
2024-02-01 05:00:00+00:00,-0.3078391771937931,-0.49138015253057676,-3.6168453448524938
2024-02-01 17:00:00+00:00,-0.2892743800090844,-0.43043740840000244,-3.906119724861578
2024-02-02 05:00:00+00:00,-0.291948959500523,-0.4354506929782443,-4.198068684362101
2024-02-02 17:00:00+00:00,-0.4008129963167855,-0.522913469536178,-4.598881680678887
2024-02-03 05:00:00+00:00,-0.4001023882585468,-0.5207740187304152,-4.998984068937434
2024-02-03 17:00:00+00:00,-0.393298939449557,-0.50061654020552,-5.392283008386991
2024-02-04 05:00:00+00:00,-0.3953326899500962,-0.504136488767489,-5.787615698337087
2024-02-04 17:00:00+00:00,-0.4564313371609913,-0.49730434173154786,-6.2440470354980775
2024-02-05 05:00:00+00:00,-0.4636163638862996,-0.50158910236304,-6.707663399384377
2024-02-05 17:00:00+00:00,-0.44008175439597497,-0.4668026858741415,-7.1477451537803525
2024-02-06 05:00:00+00:00,-0.4366472230422427,-0.45833025157042473,-7.584392376822596
2024-02-06 17:00:00+00:00,-0.5246893610414881,-0.44752759063409225,-8.109081737864084
2024-02-07 05:00:00+00:00,-0.5177108526556775,-0.43318692914208357,-8.626792590519761
2024-02-07 17:00:00+00:00,-0.4931844186334983,-0.38651083757256743,-9.11997700915326
2024-02-08 05:00:00+00:00,-0.48510771519538587,-0.3562734630432341,-9.605084724348647
2024-02-08 17:00:00+00:00,-0.485533748571455,-0.3562000624886656,-10.090618472920102
2024-02-09 05:00:00+00:00,-0.4532779839375593,-0.3126086553612565,-10.543896456857661
2024-02-09 17:00:00+00:00,-0.3726205799953827,-0.24608033571099547,-10.916517036853044
2024-02-10 05:00:00+00:00,-0.37108703255098735,-0.24249916337228553,-11.287604069404031
2024-02-10 17:00:00+00:00,-0.3604468948599574,-0.21641677339273382,-11.64805096426399
2024-02-11 05:00:00+00:00,-0.3751379045986819,-0.24392767414752844,-12.023188868862672
2024-02-11 17:00:00+00:00,-0.38221960929339127,-0.2512600988523353,-12.405408478156064
2024-02-12 05:00:00+00:00,-0.3787231420444662,-0.2475474882707124,-12.78413162020053
2024-02-12 17:00:00+00:00,-0.3238340837512782,-0.2041010775750114,-13.107965703951807
2024-02-13 05:00:00+00:00,-0.3212621427237924,-0.1936604258665229,-13.4292278466756
2024-02-13 17:00:00+00:00,-0.2309382298157712,-0.19039132602233275,-13.660166076491372
2024-02-14 05:00:00+00:00,-0.232056189715354,-0.19056301607017648,-13.892222266206726
2024-02-14 17:00:00+00:00,-0.22614097961241042,-0.17607321207675614,-14.118363245819136
2024-02-15 05:00:00+00:00,-0.23519201268599618,-0.20241509093380994,-14.353555258505132
2024-02-15 17:00:00+00:00,-0.2235965991236992,-0.19866894865927873,-14.57715185762883
2024-02-16 05:00:00+00:00,-0.1288083949103569,-0.1475467114592374,-14.705960252539187
2024-02-16 17:00:00+00:00,-0.10014911936505652,-0.1005662909189275,-14.806109371904244
2024-02-17 05:00:00+00:00,-0.09852439595695052,-0.09827196085725261,-14.904633767861194
2024-02-17 17:00:00+00:00,-0.1260623844354105,-0.13996192991542844,-15.030696152296604
2024-02-18 05:00:00+00:00,-0.12778318021260718,-0.14893220489867076,-15.158479332509211
2024-02-18 17:00:00+00:00,-0.12684895312883557,-0.14757920963136886,-15.285328285638046
2024-02-19 05:00:00+00:00,-0.13124496757047238,-0.15357729487007724,-15.416573253208519
2024-02-19 17:00:00+00:00,-0.1615775670380412,-0.17558439058184688,-15.57815082024656
2024-02-20 05:00:00+00:00,-0.1621560410905244,-0.17487462044158492,-15.740306861337084
2024-02-20 17:00:00+00:00,-0.15008023016127778,-0.17567880434495178,-15.890387091498361
2024-02-21 05:00:00+00:00,-0.1535115039977605,-0.1875922728895536,-16.04389859549612
2024-02-21 17:00:00+00:00,-0.1351335118696714,-0.17071830855472162,-16.179032107365792
2024-02-22 05:00:00+00:00,-0.09483647564072403,-0.1302239926975135,-16.273868583006514
2024-02-22 17:00:00+00:00,-0.11188038743767965,-0.16924911668764692,-16.385748970444194
2024-02-23 05:00:00+00:00,-0.10571205702700144,-0.1534274815176047,-16.491461027471196
2024-02-23 17:00:00+00:00,-0.01917603134799925,-0.10246968715977234,-16.510637058819196
