open_time,open,high,low,close,volume
1720782540000,57146.1,57148.2,57114.8,57135.3,0.70449817
1720782600000,57135.4,57172.6,57135.4,57172.6,1.34856622
1720782660000,57172.5,57172.5,57112.1,57112.1,1.67107121
1720782720000,57112.0,57134.1,57098.3,57110.9,1.14224431
1720782780000,57111.6,57114.0,57091.9,57108.0,0.63970548
1720782840000,57108.1,57108.1,57085.7,57092.5,0.7952674
1720782900000,57092.4,57126.9,57089.1,57122.2,1.05622148
1720782960000,57121.9,57151.4,57117.5,57141.9,3.54973135
1720783020000,57142.0,57154.0,57127.2,57150.0,0.93294989
1720783080000,57148.1,57148.1,57139.4,57143.7,0.05515227
1720783140000,57145.0,57151.4,57139.5,57151.3,0.26290495
1720783200000,57151.4,57151.4,57124.1,57136.9,1.13728994
1720783260000,57136.9,57160.4,57132.0,57160.4,0.97289732
1720783320000,57160.4,57160.5,57130.1,57137.3,0.14879094
1720783380000,57138.9,57140.1,57114.3,57118.0,1.43479369
1720783440000,57126.2,57156.1,57123.8,57148.0,1.77054006
1720783500000,57152.1,57168.9,57152.1,57168.8,0.57660311
1720783560000,57168.8,57231.9,57168.7,57229.8,2.55636193
1720783620000,57228.0,57231.9,57212.1,57212.1,0.39974136
1720783680000,57212.1,57239.9,57212.1,57225.8,5.63144592
1720783740000,57231.7,57263.0,57231.7,57244.4,5.23452431
1720783800000,57248.3,57256.0,57196.3,57202.9,3.87285553
1720783860000,57199.9,57216.1,57198.0,57215.5,0.43332892
1720783920000,57215.0,57231.9,57198.0,57231.9,1.42347477
1720783980000,57231.9,57254.0,57226.6,57234.1,2.08407388
1720784040000,57233.0,57240.9,57200.0,57212.1,1.90823309
1720784100000,57211.9,57233.9,57200.0,57233.9,0.53018838
1720784160000,57235.2,57275.2,57214.9,57219.2,7.49471892
1720784220000,57222.0,57231.9,57176.1,57194.5,6.04880817
1720784280000,57201.5,57224.0,57201.5,57211.6,0.37641888
1720784340000,57211.6,57224.0,57200.6,57217.8,0.3774796
1720784400000,57219.2,57233.6,57215.9,57232.5,0.23515331
1720784460000,57230.8,57253.3,57215.6,57253.3,0.48615043
1720784520000,57253.9,57264.0,57244.0,57257.7,6.28594599
1720784580000,57253.5,57261.2,57226.7,57241.1,0.60591642
1720784640000,57241.2,57261.1,57232.1,57245.1,5.23808673
1720784700000,57245.0,57245.0,57192.5,57219.2,5.18226005
1720784760000,57219.2,57231.5,57175.1,57187.3,1.92028139
1720784820000,57191.5,57219.9,57191.5,57200.5,0.68808047
1720784880000,57205.5,57224.9,57205.5,57224.3,0.3272291
1720784940000,57224.4,57249.9,57166.8,57166.8,16.43228374
1720785000000,57165.9,57191.9,57107.1,57119.9,19.63592937
1720785060000,57120.0,57130.0,57073.8,57083.9,6.39445159
1720785120000,57085.6,57096.0,57074.5,57085.8,1.22721345
1720785180000,57085.8,57125.7,57085.7,57125.7,1.99340641
1720785240000,57125.7,57133.9,57099.8,57125.8,11.62311835
1720785300000,57125.7,57149.9,57108.0,57145.5,2.23047071
1720785360000,57145.5,57179.9,57141.5,57179.9,0.72587448
1720785420000,57172.8,57173.9,57156.0,57157.3,2.0875356
1720785480000,57162.6,57173.7,57160.0,57160.5,0.56465705
1720785540000,57158.6,57208.9,57154.2,57208.9,1.04391663
1720785600000,57205.7,57229.0,57195.5,57225.9,4.04290678
1720785660000,57226.0,57256.2,57220.0,57250.3,2.8492817
1720785720000,57250.4,57304.2,57247.4,57287.4,7.91821503
1720785780000,57290.3,57313.9,57273.3,57293.0,4.2773275
1720785840000,57287.5,57298.9,57255.4,57256.1,2.41478994
1720785900000,57256.1,57300.0,57255.5,57285.9,5.38471787
1720785960000,57288.1,57300.0,57284.5,57284.5,2.59042101
1720786020000,57287.9,57299.9,57266.3,57293.8,1.26126761
1720786080000,57299.4,57326.4,57287.7,57322.2,5.94591359
1720786140000,57322.2,57327.9,57303.1,57313.0,1.05609393
1720786200000,57318.0,57322.0,57304.1,57318.0,2.06442513
1720786260000,57318.0,57454.4,57310.9,57377.1,40.6668584
1720786320000,57377.2,57415.8,57344.1,57352.5,4.04065803
1720786380000,57349.3,57361.2,57306.1,57306.1,4.87324174
1720786440000,57307.7,57309.9,57279.5,57285.6,6.69638481
1720786500000,57285.9,57285.9,57203.6,57223.9,3.91133129
1720786560000,57218.3,57295.4,57212.8,57294.0,1.21871252
1720786620000,57294.2,57357.9,57294.2,57314.9,7.09990346
1720786680000,57310.1,57374.9,57310.1,57354.1,1.43626573
1720786740000,57352.8,57352.8,57268.1,57273.4,4.86563386
