open_time,open,high,low,close,volume
1713143700000,65391.0,65433.1,65355.1,65408.1,9.52670148
1713143760000,65408.1,65497.3,65401.7,65462.1,8.91444156
1713143820000,65459.4,65525.9,65440.6,65520.9,4.0206712
1713143880000,65523.1,65530.8,65480.1,65500.0,7.95644611
1713143940000,65499.7,65500.0,65440.3,65486.6,3.40094068
1713144000000,65477.0,65526.0,65440.2,65491.3,9.90338105
1713144060000,65502.2,65561.2,65502.2,65528.9,4.84822393
1713144120000,65520.8,65559.3,65518.0,65522.0,7.38743302
1713144180000,65528.0,65567.6,65501.3,65553.5,3.20007621
1713144240000,65550.3,65576.9,65523.6,65565.2,4.9427128
1713144300000,65555.5,65555.5,65483.8,65485.1,2.46025974
1713144360000,65485.1,65485.1,65386.9,65453.7,5.93215039
1713144420000,65453.7,65507.8,65444.1,65503.9,6.65772452
1713144480000,65503.4,65503.4,65473.2,65488.0,21.89825259
1713144540000,65487.9,65578.9,65460.9,65569.0,10.70662162
1713144600000,65567.2,65715.2,65544.3,65634.9,27.02703612
1713144660000,65631.5,65653.7,65585.4,65587.2,7.66121679
1713144720000,65587.2,65596.0,65490.0,65516.8,4.63037922
1713144780000,65516.8,65535.2,65471.7,65476.7,7.46581528
1713144840000,65481.9,65545.0,65476.7,65545.0,4.19702458
1713144900000,65530.4,65540.0,65466.6,65466.6,4.04909733
1713144960000,65466.7,65495.9,65422.3,65487.9,5.93351598
1713145020000,65487.9,65532.6,65440.5,65479.8,4.19172004
1713145080000,65471.5,65477.4,65425.2,65477.4,3.45729691
1713145140000,65468.1,65473.5,65428.1,65431.0,1.19860485
1713145200000,65421.3,65507.9,65411.8,65471.3,3.09889178
1713145260000,65469.3,65519.6,65465.1,65478.2,3.82214685
1713145320000,65478.2,65511.9,65430.1,65430.1,22.9991223
1713145380000,65425.0,65432.0,65410.7,65410.7,2.85048674
1713145440000,65410.7,65427.4,65382.4,65384.6,5.7607277
1713145500000,65384.7,65392.0,65319.6,65323.9,3.65818442
1713145560000,65319.3,65376.0,65288.6,65307.9,18.4902041
1713145620000,65308.0,65308.3,65218.1,65239.1,17.17774129
1713145680000,65239.2,65256.0,65068.4,65132.4,49.33804696
1713145740000,65131.7,65250.2,65121.5,65224.1,14.71039717
1713145800000,65224.1,65332.0,65219.0,65309.9,12.1719298
1713145860000,65309.8,65333.2,65230.7,65236.2,4.65782208
1713145920000,65236.2,65251.8,65164.3,65199.2,6.73000459
1713145980000,65209.2,65256.0,65191.4,65191.4,10.7877806
1713146040000,65192.2,65229.3,65192.2,65212.3,2.52144138
1713146100000,65213.9,65238.3,65204.3,65231.4,4.71696724
