open_time,open,high,low,close,volume
1713951540000,66409.9,66413.3,66381.3,66394.6,1.93760185
1713951600000,66397.7,66397.7,66366.2,66366.2,0.84905033
1713951660000,66362.5,66362.5,66317.8,66329.2,6.34008979
1713951720000,66326.8,66356.4,66314.9,66356.4,5.16379097
1713951780000,66356.4,66365.8,66349.4,66362.0,3.30803093
1713951840000,66359.7,66367.4,66353.3,66367.4,1.1501454
1713951900000,66367.4,66367.4,66342.3,66342.3,0.25395708
1713951960000,66342.3,66342.3,66304.7,66304.7,1.88369494
1713952020000,66304.7,66304.7,66278.5,66289.1,5.32363961
1713952080000,66288.9,66328.0,66274.5,66320.2,2.4192737
1713952140000,66320.2,66354.4,66320.2,66344.7,7.9536793
1713952200000,66344.7,66371.9,66323.5,66323.5,3.02018121
1713952260000,66323.5,66333.9,66312.2,66333.8,0.59100645
1713952320000,66336.0,66338.0,66310.0,66310.1,0.41221724
1713952380000,66310.0,66340.6,66306.0,66338.7,0.1962712
1713952440000,66340.0,66373.4,66340.0,66362.0,1.99612111
1713952500000,66364.0,66390.3,66356.5,66388.3,2.04222911
1713952560000,66388.3,66388.3,66360.1,66370.1,0.96023566
1713952620000,66370.1,66381.8,66366.1,66381.8,1.02026806
1713952680000,66384.3,66384.9,66362.0,66362.0,1.82466377
1713952740000,66357.9,66365.8,66357.8,66361.3,0.39696682
1713952800000,66364.8,66364.8,66331.5,66331.5,1.30609015
1713952860000,66331.5,66352.7,66331.5,66349.7,1.9862465
1713952920000,66344.9,66420.1,66344.9,66420.1,2.95895946
1713952980000,66420.0,66478.7,66420.0,66466.0,6.63762402
1713953040000,66461.6,66506.4,66458.6,66474.5,4.95804112
1713953100000,66477.8,66524.0,66447.5,66447.5,8.28016025
1713953160000,66447.4,66455.1,66388.8,66388.9,1.80373917
1713953220000,66388.8,66429.2,66387.1,66387.1,2.91557943
1713953280000,66394.9,66394.9,66306.7,66318.0,3.53428891
1713953340000,66318.0,66322.8,66212.8,66257.7,14.54679574
1713953400000,66257.7,66283.7,66242.7,66243.6,2.67510188
1713953460000,66243.6,66278.0,66243.6,66261.8,1.69295927
1713953520000,66261.8,66315.8,66261.8,66297.9,46.59466705
1713953580000,66298.0,66338.9,66295.8,66338.9,2.28799226
1713953640000,66338.9,66338.9,66280.0,66280.0,4.91541056
1713953700000,66280.1,66321.9,66280.1,66315.9,2.77692628
1713953760000,66319.9,66382.2,66319.9,66370.0,3.25592329
1713953820000,66376.6,66388.7,66352.0,66388.6,2.34212806
1713953880000,66388.7,66409.9,66363.7,66367.0,7.33668474
1713953940000,66375.3,66393.0,66370.9,66370.9,1.92996853
1713954000000,66370.8,66375.1,66342.6,66351.4,2.55240026
1713954060000,66351.4,66351.4,66323.6,66326.0,1.84617909
1713954120000,66326.0,66365.3,66324.1,66355.3,0.26344899
1713954180000,66357.9,66357.9,66329.9,66333.6,0.93461542
1713954240000,66330.3,66380.0,66330.1,66380.0,2.61507241
1713954300000,66380.0,66397.8,66380.0,66386.2,0.48691732
1713954360000,66386.1,66393.1,66386.1,66393.1,0.1152912
1713954420000,66398.1,66398.1,66374.2,66388.0,0.71222878
1713954480000,66385.3,66387.9,66361.1,66369.1,2.14973832
1713954540000,66369.9,66369.9,66342.9,66346.6,0.77303139
1713954600000,66346.6,66375.2,66346.5,66362.6,0.4080459
1713954660000,66362.6,66369.0,66340.0,66369.0,1.7365104
1713954720000,66369.0,66428.5,66368.1,66428.5,1.95632317
1713954780000,66428.5,66475.0,66426.1,66474.3,6.85073532
1713954840000,66468.1,66468.1,66431.1,66438.5,2.20765275
1713954900000,66438.5,66447.3,66396.3,66402.5,1.26852868
1713954960000,66402.6,66429.7,66402.5,66403.1,0.99609805
1713955020000,66403.1,66406.0,66386.7,66386.7,1.00493772
1713955080000,66386.8,66386.8,66368.3,66378.4,1.56136093
1713955140000,66376.0,66378.5,66369.1,66372.3,0.48738212
1713955200000,66370.0,66414.0,66360.2,66414.0,2.67239604
1713955260000,66419.7,66447.9,66400.5,66410.5,0.4337007
1713955320000,66408.5,66408.6,66336.2,66340.0,3.03870448
1713955380000,66338.1,66353.9,66307.7,66349.1,1.86555495
1713955440000,66352.4,66363.8,66350.1,66357.9,0.84107557
1713955500000,66357.9,66368.0,66338.5,66341.6,6.5800965
1713955560000,66349.2,66357.9,66313.6,66320.0,4.34444734
1713955620000,66317.9,66338.0,66305.1,66337.9,1.72577596
1713955680000,66330.8,66354.0,66330.8,66354.0,1.52087397
1713955740000,66354.1,66389.7,66354.1,66389.7,2.99843265
1713955800000,66386.3,66392.4,66367.0,66391.2,1.74222507
1713955860000,66392.0,66427.9,66392.0,66421.3,1.11610932
1713955920000,66421.3,66463.5,66406.9,66457.2,4.30115429
1713955980000,66457.1,66457.1,66432.6,66440.5,7.08624059
1713956040000,66442.0,66442.0,66416.0,66419.9,0.3720276
1713956100000,66420.0,66423.3,66397.8,66397.8,0.74975081
1713956160000,66397.8,66487.3,66387.2,66487.3,16.24471937
1713956220000,66487.3,66487.3,66454.9,66456.0,6.55715893
1713956280000,66452.7,66452.7,66438.1,66438.1,1.00686767
1713956340000,66436.6,66441.5,66430.1,66430.1,0.33960633
1713956400000,66431.5,66486.9,66430.1,66456.1,1.75141844
1713956460000,66449.6,66449.6,66407.6,66416.1,5.31744804
1713956520000,66411.1,66472.3,66411.1,66465.0,1.11280784
1713956580000,66465.1,66476.4,66438.0,66474.4,7.01278904
1713956640000,66474.0,66474.0,66458.6,66462.1,0.84190154
1713956700000,66462.0,66490.2,66424.0,66434.0,4.37437199
1713956760000,66436.6,66449.8,66421.3,66440.3,1.98903116
1713956820000,66444.0,66447.7,66418.0,66423.9,2.37713789
1713956880000,66426.0,66426.5,66408.3,66419.9,2.00556167
1713956940000,66420.0,66447.9,66420.0,66437.5,0.45252571
1713957000000,66435.9,66435.9,66420.3,66431.4,0.06607876
1713957060000,66428.7,66428.7,66408.0,66408.0,0.29062293
1713957120000,66409.0,66417.8,66380.2,66396.9,1.81049184
1713957180000,66401.1,66406.1,66380.3,66401.8,0.56078447
1713957240000,66409.5,66415.4,66406.0,66415.4,0.67921159
1713957300000,66416.4,66416.5,66385.0,66385.0,0.55252546
1713957360000,66380.4,66403.9,66374.1,66382.5,5.94749946
1713957420000,66382.5,66391.8,66382.1,66382.1,0.4478562
1713957480000,66383.0,66391.3,66382.4,66386.7,0.14946536
