open_time,open,high,low,close,volume
1704803940000,46707.5,46745.9,46707.5,46734.1,9.84758351
1704804000000,46733.2,46735.2,46692.2,46692.2,2.84096994
1704804060000,46692.2,46700.0,46678.1,46694.1,1.22662897
1704804120000,46694.1,46728.3,46688.0,46725.6,4.60215695
1704804180000,46721.4,46721.4,46708.0,46710.2,3.02017167
1704804240000,46710.1,46730.6,46710.0,46711.2,6.39598741
1704804300000,46710.1,46710.1,46664.6,46664.6,4.37451362
1704804360000,46664.6,46673.3,46637.5,46639.9,5.42987969
1704804420000,46639.9,46712.0,46639.9,46712.0,3.23918806
1704804480000,46712.8,46726.0,46712.8,46718.3,1.96397164
1704804540000,46718.4,46827.1,46718.4,46790.1,29.41394991
1704804600000,46790.1,46937.9,46786.4,46927.9,52.16373486
1704804660000,46927.9,47012.0,46841.9,46855.9,109.60939585
1704804720000,46853.8,46942.0,46853.8,46922.2,18.94926412
1704804780000,46920.1,46922.4,46868.5,46878.0,22.6887666
1704804840000,46878.1,46891.7,46597.9,46814.5,140.74856199
1704804900000,46814.5,46814.5,46508.0,46593.6,99.63572617
1704804960000,46592.4,46592.6,45439.7,45752.3,934.45590311
1704805020000,45744.5,46347.9,45744.5,46282.5,531.84725864
1704805080000,46275.7,46310.1,46122.4,46241.3,141.14324572
1704805140000,46241.3,46424.0,46148.9,46159.6,103.14311163
1704805200000,46162.2,46417.3,46052.9,46414.2,166.08354924
1704805260000,46408.1,46754.9,46364.0,46526.7,317.88424339
1704805320000,46526.0,46620.0,46446.9,46501.9,163.52326534
1704805380000,46504.4,46605.8,46472.1,46526.2,106.62514391
1704805440000,46526.2,46615.7,46509.3,46593.8,62.9941278
1704805500000,46593.9,46650.0,46526.8,46611.3,71.90155224
1704805560000,46608.1,46613.8,46479.3,46489.3,70.33274958
1704805620000,46489.3,46551.1,46476.2,46488.3,32.67539343
1704805680000,46488.0,46527.7,46445.7,46516.2,33.69048189
1704805740000,46516.1,46520.1,46449.3,46457.7,16.85240141
1704805800000,46457.9,46524.0,46452.1,46514.7,28.7888571
1704805860000,46515.3,46515.5,46454.1,46464.2,21.00879404
1704805920000,46467.9,46513.8,46454.1,46501.9,9.03503094
1704805980000,46501.9,46603.8,46499.2,46603.8,20.88976455
1704806040000,46605.8,46625.0,46559.3,46559.3,14.61719088
1704806100000,46559.2,46559.2,46490.0,46505.2,15.05693404
1704806160000,46505.0,46559.2,46479.2,46559.2,11.98527576
1704806220000,46563.2,46633.3,46533.3,46628.6,34.96205268
1704806280000,46632.1,46632.1,46600.0,46616.8,25.47808018
