open_time,open,high,low,close,volume
1709751960000,66974.1,67029.8,66951.2,67011.2,1.1858654
1709752020000,67003.0,67045.4,66997.0,66999.9,2.52379872
1709752080000,66999.9,66999.9,66908.0,66910.6,1.57913344
1709752140000,66908.0,66967.4,66867.2,66867.2,1.95961183
1709752200000,66867.1,66939.8,66839.7,66920.1,3.41802219
1709752260000,66921.3,66936.1,66822.2,66835.7,0.95404551
1709752320000,66841.7,66949.9,66841.7,66945.0,2.89125891
1709752380000,66945.0,67004.0,66945.0,67004.0,3.06369635
1709752440000,66997.1,66997.1,66854.5,66870.3,2.55622012
1709752500000,66876.1,66975.3,66842.1,66964.0,4.55211713
1709752560000,66967.6,66994.1,66912.3,66990.0,9.77148296
1709752620000,66991.3,67064.1,66982.1,67042.0,5.90713977
1709752680000,67041.9,67063.9,66986.4,66986.4,3.43628378
1709752740000,66986.0,67040.0,66928.4,67035.8,5.81579306
1709752800000,67035.9,67077.9,66973.9,66976.0,22.73831975
1709752860000,66973.9,67009.8,66945.0,66954.0,4.61612307
1709752920000,66956.1,66959.2,66887.5,66896.2,3.49545576
1709752980000,66905.7,66932.3,66866.1,66932.3,2.21621635
1709753040000,66932.4,67008.9,66932.4,66999.5,5.06843807
1709753100000,66995.2,67012.9,66958.1,66958.1,4.09604254
1709753160000,66953.8,67015.8,66918.2,67013.0,4.6924614
1709753220000,67009.2,67111.7,67008.6,67106.8,3.98964715
1709753280000,67106.9,67180.0,67009.0,67179.9,11.07433232
1709753340000,67179.9,67205.0,67130.3,67184.8,10.70128122
1709753400000,67184.8,67245.8,67154.1,67229.5,11.24555366
1709753460000,67226.6,67236.1,67136.1,67178.3,10.26183953
1709753520000,67184.1,67194.3,67100.1,67120.2,11.08435234
1709753580000,67114.1,67114.3,66951.8,66964.0,8.77666953
1709753640000,66969.7,67024.2,66916.0,66918.6,8.37489314
1709753700000,66918.6,66992.3,66895.4,66955.1,9.75745945
1709753760000,66956.3,67061.9,66948.0,67012.1,17.32917902
1709753820000,67012.0,67012.0,66941.7,66941.7,2.63001904
1709753880000,66943.9,66989.8,66920.0,66985.2,3.1543738
1709753940000,66985.2,67006.1,66938.0,66950.9,2.46528514
1709754000000,66950.8,67017.0,66916.1,66917.2,10.54138076
1709754060000,66935.8,66938.5,66878.8,66909.9,3.23793399
1709754120000,66914.2,66978.2,66909.9,66935.6,8.31668724
1709754180000,66939.9,66939.9,66782.2,66786.1,10.58844055
1709754240000,66801.8,66851.9,66786.5,66816.3,6.54421993
1709754300000,66816.4,66843.0,66710.0,66713.9,10.05401198
1709754360000,66716.0,66796.4,66700.3,66722.0,16.04943425
1709754420000,66728.4,66766.1,66643.5,66644.2,7.53825193
1709754480000,66644.2,66762.5,66641.1,66727.4,13.85289196
1709754540000,66717.0,66717.0,66641.1,66676.0,5.84658382
1709754600000,66680.2,66738.5,66664.9,66711.7,10.09546604
1709754660000,66722.6,66842.2,66722.6,66790.0,4.95323948
1709754720000,66790.1,66862.2,66790.1,66862.2,2.9112204
1709754780000,66862.2,66865.5,66831.9,66834.6,3.0261025
1709754840000,66833.4,66901.4,66833.4,66876.8,2.89701311
1709754900000,66880.5,66880.5,66824.1,66858.9,3.04762975
1709754960000,66859.0,66925.0,66859.0,66900.0,5.79166804
1709755020000,66896.7,66924.8,66811.1,66811.1,12.57910549
1709755080000,66811.0,66831.9,66743.2,66831.9,8.11633678
1709755140000,66832.0,66832.0,66726.2,66746.2,4.47206928
1709755200000,66744.1,66755.5,66665.3,66699.9,7.96730278
1709755260000,66699.9,66765.0,66686.1,66751.0,11.8698446
1709755320000,66751.1,66829.6,66740.5,66829.6,3.45920707
1709755380000,66824.0,66895.2,66810.0,66895.1,11.07898939
1709755440000,66895.1,66915.1,66878.1,66905.8,6.28725181
1709755500000,66902.2,66935.8,66885.3,66928.1,17.94017716
1709755560000,66928.0,66937.9,66887.2,66918.0,7.45354751
1709755620000,66911.7,66959.0,66888.6,66959.0,7.17164566
1709755680000,66959.6,67028.2,66936.7,67006.1,14.53325015
1709755740000,67006.1,67066.4,66994.5,67066.3,6.95242773
1709755800000,67066.3,67083.1,67033.8,67059.3,11.14709095
1709755860000,67059.2,67084.1,67008.9,67084.1,4.91222589
1709755920000,67084.1,67120.4,67077.2,67118.1,12.51480549
1709755980000,67118.1,67121.7,67052.1,67077.4,16.95802573
1709756040000,67077.3,67178.0,67055.8,67146.1,19.43173484
1709756100000,67150.0,67195.9,67140.1,67184.5,10.0329831
1709756160000,67184.5,67275.2,67184.5,67254.6,22.48573213
1709756220000,67258.1,67337.4,67229.4,67337.4,31.94239352
1709756280000,67335.5,67374.7,67295.2,67295.3,12.12059679
1709756340000,67295.3,67349.9,67228.7,67248.0,9.18080539
1709756400000,67253.6,67266.7,67178.8,67251.7,14.79415369
1709756460000,67249.8,67253.9,67140.4,67147.5,8.2038913
1709756520000,67142.8,67199.2,67124.3,67199.2,8.21146597
1709756580000,67199.2,67224.0,67150.6,67219.3,7.3809096
1709756640000,67221.9,67233.9,67150.1,67169.0,6.2249829
1709756700000,67168.9,67180.6,67124.1,67124.1,8.74068396
1709756760000,67124.1,67166.8,67000.0,67000.0,14.28866732
1709756820000,67001.3,67080.4,67001.3,67041.2,9.51566006
1709756880000,67036.9,67036.9,66966.7,66973.2,12.97307968
1709756940000,66976.6,66996.2,66915.5,66915.6,14.51751464
1709757000000,66915.6,66986.4,66895.1,66981.2,14.53308571
1709757060000,66978.0,66986.2,66899.8,66922.9,6.84629271
1709757120000,66928.4,66973.1,66920.2,66940.0,12.19017623
1709757180000,66940.0,66956.9,66895.2,66895.2,16.31097051
1709757240000,66895.2,66932.8,66857.2,66896.6,21.68091731
1709757300000,66894.0,66895.9,66830.1,66834.1,12.67283399
